,Unnamed: 0,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,model_name
152,152,Honda,7.25,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2016,Dealer,49625,First Owner,Petrol,Manual,17.8,Engine1497 CC,Max Power117.3 bhp,Seats5,City i
153,153,Maruti,6.0,,2014,Individual,35000,First Owner,Diesel,Manual,23.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
154,154,Mahindra,5.5,New Car (On-Road Price) : Rs.14.79-19.20 Lakh*,2013,Individual,95000,First Owner,Diesel,Manual,12.05,Engine2179 CC,Max Power120 bhp,Seats8,Scorpio VLX
155,155,Ford,5.85,New Car (On-Road Price) : Rs.9.72-10.08 Lakh*,2017,Dealer,36000,First Owner,Diesel,Manual,25.83,Engine1498 CC,Max Power99 bhp,Seats5,Aspire 1.5
156,156,Maruti,4.11,New Car (On-Road Price) : Rs.5.36-7.12 Lakh*,2019,Individual,50000,First Owner,Petrol,Manual,21.79,Engine998 CC,Max Power67.05 bhp,Seats5,Wagon R
157,157,Maruti,4.5,New Car (On-Road Price) : Rs.6.80-10.13 Lakh*,2015,Individual,26500,First Owner,Petrol,Manual,20.85,Engine1197 CC,Max Power83.14 bhp,Seats5,Swift Dzire
158,158,Honda,12.9,New Car (On-Road Price) : Rs.32.64-34.05 Lakh*,2015,Dealer,80000,First Owner,Petrol,Automatic,13.7,Engine1997 CC,Max Power153.86 bhp,Seats5,CR-V 2.0L
159,159,Volkswagen,4.55,,2015,Dealer,46000,First Owner,Petrol,Manual,16.47,Engine1198 CC,Max Power74 bhp,Seats5,Polo 1.2
160,160,Hyundai,7.1,New Car (On-Road Price) : Rs.5.96-8.91 Lakh*,2019,Individual,9000,First Owner,Petrol,Manual,20.7,Engine1197 CC,Max Power81.86 bhp,Seats5,Grand i10
161,161,Mahindra,4.5,,2016,Individual,70000,First Owner,Diesel,Manual,18.49,Engine1493 CC,Max Power100 bhp,Seats7,TUV 300
162,162,Toyota,4.65,,2015,Dealer,33000,First Owner,Petrol,Manual,17.71,Engine1197 CC,Max Power78.9 bhp,Seats5,Etios Liva
163,163,Honda,7.7,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2016,Dealer,53000,First Owner,Petrol,Manual,16.8,Engine1497 CC,Max Power116.3 bhp,Seats5,City V
164,164,Tata,3.2,,2015,Individual,50000,First Owner,Diesel,Manual,19.09,Engine1405 CC,Max Power69.01 bhp,Seats5,Indigo LS
165,165,Tata,3.25,,2015,Individual,50000,First Owner,Diesel,Manual,19.09,Engine1405 CC,Max Power69.01 bhp,Seats5,Indigo LX
166,166,Ford,29.0,New Car (On-Road Price) : Rs.36.27-42.73 Lakh*,2018,Individual,11387,First Owner,Diesel,Automatic,10.91,Engine3198 CC,Max Power197 bhp,Seats7,Endeavour 3.2
167,167,Honda,7.2,New Car (On-Road Price) : Rs.8.99-11.66 Lakh*,2018,Individual,50000,First Owner,Diesel,Manual,25.8,Engine1498 CC,Max Power98.6 bhp,Seats5,Amaze VX
168,168,Mahindra,3.75,,2016,Dealer,52000,First Owner,Diesel,Manual,25.32,Engine1198 CC,Max Power77 bhp,Seats5,KUV 100
169,169,Chevrolet,1.45,,2010,Individual,60000,First Owner,Petrol,Manual,14.49,Engine1399 CC,Max Power92.7 bhp,Seats5,Aveo 1.4
170,170,Datsun,4.0,New Car (On-Road Price) : Rs.4.80-7.88 Lakh*,2015,Individual,35000,First Owner,Petrol,Manual,19.44,Engine1198 CC,Max Power67 bhp,Seats7,GO Plus
171,171,Renault,6.0,,2015,Individual,48000,First Owner,Diesel,Manual,19.87,Engine1461 CC,Max Power83.8 bhp,Seats5,Duster 85PS
172,172,Honda,6.0,New Car (On-Road Price) : Rs.8.56-10.99 Lakh*,2018,Individual,18000,First Owner,Petrol,Manual,18.7,Engine1199 CC,Max Power88.7 bhp,Seats5,Jazz 1.2
173,173,Maruti,2.7,,2012,Individual,57413,First Owner,LPG,Manual,14.4,Engine998 CC,Max Power61.7 bhp,Seats5,Wagon R
174,174,Hyundai,5.0,New Car (On-Road Price) : Rs.7.63-12.66 Lakh*,2015,Individual,30000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 Magna
175,175,Hyundai,6.5,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2015,Dealer,55000,First Owner,Diesel,Manual,23.9,Engine1582 CC,Max Power126.2 bhp,Seats5,Verna 1.6
176,176,Chevrolet,3.8,,2015,Individual,120000,First Owner,Petrol,Manual,18.2,Engine1199 CC,Max Power82.4 bhp,Seats5,Sail 1.2
177,177,Mitsubishi,7.28,,2012,Individual,165000,First Owner,Diesel,Manual,13.5,Engine2477 CC,Max Power175.56 bhp,Seats7,Pajero Sport
178,178,Maruti,6.6,New Car (On-Road Price) : Rs.6.29-9.14 Lakh*,2018,Individual,10000,First Owner,Petrol,Automatic,21.21,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift AMT
179,179,Tata,1.8,,2010,Individual,120000,First Owner,Diesel,Manual,18.0,Engine1248 CC,Max Power75 bhp,Seats5,Indica Vista
180,180,BMW,20.9,,2016,Dealer,68000,First Owner,Diesel,Automatic,22.69,Engine1995 CC,Max Power190 bhp,Seats5,3 Series
181,181,Chevrolet,2.5,,2015,Dealer,55000,First Owner,Diesel,Manual,25.44,Engine936 CC,Max Power56.3 bhp,Seats5,Beat Diesel
182,182,Kia,12.75,New Car (On-Road Price) : Rs.11.52-20.26 Lakh*,2020,Dealer,8000,First Owner,Petrol,Manual,16.8,Engine1497 CC,Max Power113.4 bhp,Seats5,Seltos HTK
183,183,Toyota,4.55,,2012,Dealer,80000,First Owner,Petrol,Manual,14.53,Engine1798 CC,Max Power138.1 bhp,Seats5,Corolla Altis
184,184,Maruti,4.95,,2015,Dealer,65000,First Owner,Diesel,Manual,28.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift VDI
185,185,Maruti,2.2,,2010,Individual,47000,First Owner,Petrol,Manual,21.1,Engine1197 CC,Max Power85.80 bhp,Seats5,Ritz VXI
186,186,Maruti,8.0,,2018,Individual,185000,First Owner,Diesel,Manual,25.1,Engine1248 CC,Max Power88.5 bhp,Seats5,S-Cross 2017-2020
187,187,Hyundai,12.95,,2014,Dealer,68000,First Owner,Diesel,Automatic,13.01,Engine2199 CC,Max Power194.3 bhp,Seats7,Santa Fe
188,188,Hyundai,4.75,New Car (On-Road Price) : Rs.7.11-7.48 Lakh*,2016,Individual,25000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
189,189,Tata,3.8,,2014,Individual,280000,First Owner,Diesel,Manual,15.3,Engine2956 CC,Max Power83.83 bhp,Seats7,Sumo Gold
190,190,Maruti,9.0,,2018,Individual,7791,First Owner,Diesel,Manual,25.1,Engine1248 CC,Max Power88.5 bhp,Seats5,S-Cross 2017-2020
191,191,Maruti,5.3,New Car (On-Road Price) : Rs.9.42-12.72 Lakh*,2015,Individual,70000,First Owner,Petrol,Manual,20.73,Engine1373 CC,Max Power91.1 bhp,Seats5,Ciaz VXi
192,192,Tata,5.3,New Car (On-Road Price) : Rs.5.53-7.82 Lakh*,2016,Individual,9500,First Owner,Petrol,Manual,23.84,Engine1199 CC,Max Power84 bhp,Seats5,Tiago 1.2
193,193,Hyundai,6.5,New Car (On-Road Price) : Rs.10.18-15.87 Lakh*,2015,Individual,9100,First Owner,Petrol,Manual,17.01,Engine1591 CC,Max Power121.3 bhp,Seats5,Verna 1.6
194,194,Honda,4.95,,2010,Dealer,82000,First Owner,Petrol,Manual,12.8,Engine2354 CC,Max Power177.6 bhp,Seats5,New Accord
195,195,Honda,3.35,New Car (On-Road Price) : Rs.12.24-16.17 Lakh*,2010,Dealer,86000,First Owner,Petrol,Manual,17.0,Engine1497 CC,Max Power118 bhp,Seats5,City 1.5
196,196,Audi,46.75,,2020,Dealer,19000,First Owner,Diesel,Automatic,17.01,Engine1968 CC,Max Power188 bhp,Seats5,Q5 40
197,197,Audi,12.9,,2013,Dealer,78000,First Owner,Diesel,Automatic,16.55,Engine1968 CC,Max Power147.51 bhp,Seats5,A4 2.0
198,198,Ford,3.0,,2011,Individual,60000,First Owner,Diesel,Manual,20.0,Engine1399 CC,Max Power68 bhp,Seats5,Figo Diesel
199,199,Maruti,5.5,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,2019,Trustmark Dealer,7883,First Owner,Petrol,Automatic,21.5,Engine1197 CC,Max Power81.80 bhp,Seats5,Wagon R
200,200,Maruti,3.9,,2013,Trustmark Dealer,50205,First Owner,Diesel,Manual,23.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
201,201,Mahindra,2.6,New Car (On-Road Price) : Rs.8.93-10.47 Lakh*,2008,Individual,220000,First Owner,Diesel,Manual,13.6,Engine2523 CC,Max Power63 bhp,Seats7,Bolero DI
202,202,Tata,3.95,,2017,Dealer,58000,First Owner,Diesel,Manual,24.7,Engine1047 CC,Max Power69 bhp,Seats5,Tigor 1.05
203,203,Mahindra,5.5,New Car (On-Road Price) : Rs.14.90-19.43 Lakh*,2012,Individual,170000,First Owner,Diesel,Manual,12.05,Engine2179 CC,Max Power120 bhp,Seats8,Scorpio SLE
204,204,Maruti,6.5,New Car (On-Road Price) : Rs.6.62-9.95 Lakh*,2018,Individual,15000,First Owner,Petrol,Manual,22.0,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift Dzire
205,205,Maruti,3.75,,2016,Dealer,71245,First Owner,Diesel,Manual,28.4,Engine1248 CC,Max Power74 bhp,Seats5,Swift DDiS
206,206,Tata,3.0,,2012,Individual,20000,First Owner,Diesel,Manual,21.12,Engine1248 CC,Max Power88.8 bhp,Seats5,Manza ELAN
207,207,Toyota,4.5,,2016,Dealer,52000,First Owner,Petrol,Manual,16.78,Engine1496 CC,Max Power88.73 bhp,Seats5,Etios VX
208,208,Honda,3.35,,2015,Individual,61000,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio S
209,209,Kia,13.0,New Car (On-Road Price) : Rs.11.19-19.20 Lakh*,2019,Individual,7000,First Owner,Petrol,Manual,16.1,Engine1353 CC,Max Power138 bhp,Seats5,Seltos GTK
210,210,Maruti,3.6,,2018,Individual,20000,First Owner,Petrol,Manual,23.95,Engine998 CC,Max Power67.05 bhp,Seats5,Alto K10
211,211,Maruti,5.05,New Car (On-Road Price) : Rs.5.30-6.65 Lakh*,2020,Individual,8700,First Owner,Petrol,Manual,21.63,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio ZXI
212,212,Maruti,3.1,New Car (On-Road Price) : Rs.3.47-4.66 Lakh*,2019,Individual,25000,First Owner,Petrol,Manual,24.7,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
213,213,Hyundai,5.45,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2015,Dealer,42000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.86 bhp,Seats5,i20 Asta
214,214,Mahindra,3.0,,2009,Individual,120000,First Owner,Diesel,Manual,14.0,Engine2498 CC,Max Power112 bhp,Seats7,Xylo E4
215,215,Chevrolet,2.0,,2009,Individual,60000,First Owner,Petrol,Manual,14.4,Engine1399 CC,Max Power94 bhp,Seats5,Aveo 1.4
216,216,Mahindra,1.5,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2006,Individual,120000,First Owner,Diesel,Manual,13.6,Engine2523 CC,Max Power63 bhp,Seats7,Bolero DI
217,217,Maruti,5.8,New Car (On-Road Price) : Rs.6.58-10.17 Lakh*,2018,Individual,50000,First Owner,Petrol,Manual,21.4,Engine1197 CC,Max Power83.1 bhp,Seats5,Baleno Delta
218,218,Maruti,2.5,New Car (On-Road Price) : Rs.5.35-7.13 Lakh*,2011,Individual,58000,First Owner,Petrol,Manual,18.9,Engine998 CC,Max Power67.1 bhp,Seats5,Wagon R
219,219,Hyundai,6.5,New Car (On-Road Price) : Rs.10.54-16.52 Lakh*,2017,Individual,36000,First Owner,Petrol,Manual,17.43,Engine1396 CC,Max Power105.5 bhp,Seats5,Verna 1.4
220,220,Maruti,8.0,,2016,Individual,80000,First Owner,Diesel,Manual,23.65,Engine1248 CC,Max Power88.5 bhp,Seats5,SX4 S
221,221,Audi,14.75,,2013,Dealer,71000,First Owner,Diesel,Automatic,15.73,Engine1968 CC,Max Power174.33 bhp,Seats5,Q3 2.0
222,222,Maruti,4.1,,2018,Individual,30000,First Owner,Diesel,Manual,25.47,Engine1248 CC,Max Power88.50 bhp,Seats7,Ertiga VDI
223,223,Ford,5.31,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2015,Dealer,162828,First Owner,Diesel,Manual,22.77,Engine1498 CC,Max Power98.59 bhp,Seats5,Ecosport 2015-2021
224,224,Ford,8.9,,2018,Individual,7500,First Owner,Diesel,Manual,23.0,Engine1498 CC,Max Power98.96 bhp,Seats5,Ecosport 2015-2021
225,225,Tata,7.75,,2016,Dealer,47227,First Owner,Diesel,Manual,14.0,Engine2179 CC,Max Power138.1 bhp,Seats7,Safari Storme
226,226,Maruti,4.35,New Car (On-Road Price) : Rs.6.15-6.23 Lakh*,2018,Dealer,52000,First Owner,CNG,Manual,33.54,Engine998 CC,Max Power67.04 bhp,Seats5,Wagon R
227,227,Ford,1.85,New Car (On-Road Price) : Rs.8.96-9.46 Lakh*,2012,Dealer,74000,First Owner,Diesel,Manual,20.0,Engine1399 CC,Max Power68.05 bhp,Seats5,Figo Diesel
228,228,Mahindra,4.4,New Car (On-Road Price) : Rs.9.05-10.69 Lakh*,2011,Dealer,47000,First Owner,Diesel,Manual,15.96,Engine2523 CC,Max Power62.1 bhp,Seats7,Bolero 2011-2019
229,229,Hyundai,4.5,New Car (On-Road Price) : Rs.7.63-12.66 Lakh*,2015,Individual,50000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 Sportz
230,230,Maruti,6.0,New Car (On-Road Price) : Rs.6.93-10.63 Lakh*,2017,Individual,100000,First Owner,Petrol,Manual,21.4,Engine1197 CC,Max Power83.1 bhp,Seats5,Baleno Zeta
231,231,Maruti,3.2,New Car (On-Road Price) : Rs.5.12-6.48 Lakh*,2014,Individual,35000,First Owner,Petrol,Manual,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
232,232,Hyundai,7.0,,2016,Individual,50000,First Owner,Diesel,Manual,21.19,Engine1396 CC,Max Power88.73 bhp,Seats5,i20 Active
233,233,Ford,6.3,New Car (On-Road Price) : Rs.6.85-8.45 Lakh*,2018,Individual,10000,First Owner,Petrol,Manual,18.16,Engine1196 CC,Max Power86.8 bhp,Seats5,Aspire 1.2
234,234,Maruti,3.2,New Car (On-Road Price) : Rs.3.47-4.65 Lakh*,2016,Individual,10370,First Owner,Petrol,Manual,22.74,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
235,235,Honda,4.65,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2013,Dealer,62000,First Owner,Petrol,Manual,16.8,Engine1497 CC,Max Power116.3 bhp,Seats5,City V
236,236,Tata,2.75,,2011,Individual,70000,First Owner,Diesel,Manual,21.12,Engine1248 CC,Max Power88.8 bhp,Seats5,Manza Aura
237,237,Nissan,3.7,,2013,Individual,250000,First Owner,Diesel,Manual,21.64,Engine1461 CC,Max Power84.8 bhp,Seats5,Sunny Diesel
238,238,Hyundai,5.5,,2016,Individual,40000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 Sportz
239,239,Maruti,4.45,New Car (On-Road Price) : Rs.6.29-9.14 Lakh*,2017,Individual,60000,First Owner,Petrol,Manual,22.0,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift VVT
240,240,Tata,7.05,,2013,Dealer,67231,First Owner,Diesel,Manual,14.0,Engine2179 CC,Max Power138.1 bhp,Seats7,Safari Storme
241,241,Maruti,2.7,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,2013,Dealer,64000,First Owner,CNG,Manual,33.54,Engine998 CC,Max Power67.04 bhp,Seats5,Wagon R
242,242,Nissan,4.2,,2012,Dealer,142587,First Owner,Diesel,Manual,23.08,Engine1461 CC,Max Power63.1 bhp,Seats5,Micra Diesel
243,243,Honda,4.75,,2014,Dealer,63000,First Owner,Diesel,Manual,26.0,Engine1498 CC,Max Power98.6 bhp,Seats5,City i
244,244,Toyota,17.55,New Car (On-Road Price) : Rs.38.86-44.64 Lakh*,2015,Individual,80000,First Owner,Diesel,Manual,12.55,Engine2982 CC,Max Power168.5 bhp,Seats7,Fortuner 4x4
245,245,Honda,3.5,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2011,Dealer,55000,First Owner,Petrol,Manual,16.9,Engine1497 CC,Max Power100 bhp,Seats5,City 2017-2020
246,246,Hyundai,5.75,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2016,Dealer,11000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 2015-2017
247,247,Toyota,4.66,,2016,Dealer,66000,First Owner,Diesel,Manual,23.59,Engine1364 CC,Max Power67.06 bhp,Seats5,Etios Liva
248,248,Renault,3.6,New Car (On-Road Price) : Rs.3.81-6.29 Lakh*,2017,Individual,17000,First Owner,Petrol,Manual,23.01,Engine999 CC,Max Power67 bhp,Seats5,KWID 1.0
249,249,Maruti,2.75,New Car (On-Road Price) : Rs.3.47-4.65 Lakh*,2017,Individual,25000,First Owner,Petrol,Manual,24.7,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
250,250,Datsun,3.2,New Car (On-Road Price) : Rs.4.71-7.74 Lakh*,2016,Individual,33350,First Owner,Petrol,Manual,19.44,Engine1198 CC,Max Power67 bhp,Seats7,GO Plus
251,251,Maruti,0.95,,2000,Individual,45000,First Owner,Petrol,Manual,14.0,Engine796 CC,Max Power35 bhp,Seats5,Omni 5
252,252,Hyundai,3.7,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2015,Dealer,62000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
253,253,Honda,2.5,,2013,Individual,30000,First Owner,Petrol,Manual,19.4,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio E
254,254,Maruti,2.75,New Car (On-Road Price) : Rs.6.62-9.95 Lakh*,2009,Individual,59000,First Owner,Petrol,Manual,17.5,Engine1298 CC,Max Power85.8 bhp,Seats5,Swift Dzire
255,255,Mercedes-Benz,19.5,,2015,Dealer,20000,First Owner,Petrol,Automatic,12.33,Engine1991 CC,Max Power375.48 bhp,Seats5,GLA AMG
256,256,Honda,5.5,New Car (On-Road Price) : Rs.12.68-16.80 Lakh*,2014,Dealer,86113,First Owner,Petrol,Manual,17.4,Engine1497 CC,Max Power117.3 bhp,Seats5,City i
257,257,Toyota,13.25,,2016,Dealer,45000,First Owner,Diesel,Manual,21.43,Engine1364 CC,Max Power87.2 bhp,Seats5,Corolla Altis
258,258,Maruti,7.5,,2018,Individual,10000,First Owner,Diesel,Manual,28.4,Engine1248 CC,Max Power74.02 bhp,Seats5,Swift Dzire
259,259,Nissan,2.9,,2011,Dealer,70000,First Owner,Petrol,Manual,18.06,Engine1198 CC,Max Power75 bhp,Seats5,Micra XV
260,260,Maruti,2.72,New Car (On-Road Price) : Rs.5.35-7.13 Lakh*,2015,Individual,92537,First Owner,Petrol,Manual,20.51,Engine998 CC,Max Power67.04 bhp,Seats5,Wagon R
261,261,Maruti,9.51,,2019,Dealer,27645,First Owner,Diesel,Manual,28.09,Engine1248 CC,Max Power88.5 bhp,Seats5,Ciaz 1.3
262,262,Maruti,2.8,,2013,Individual,46242,First Owner,Petrol,Manual,20.92,Engine998 CC,Max Power67.1 bhp,Seats5,Alto K10
263,263,Honda,5.45,New Car (On-Road Price) : Rs.13.13-17.45 Lakh*,2013,Individual,70000,First Owner,Petrol,Manual,16.8,Engine1497 CC,Max Power116.3 bhp,Seats5,City V
264,264,Renault,4.5,,2020,Individual,6000,First Owner,Petrol,Manual,22.3,Engine799 CC,Max Power53.26 bhp,Seats5,KWID RXT
265,265,Hyundai,4.8,New Car (On-Road Price) : Rs.7.70-12.78 Lakh*,2017,Dealer,64000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 2015-2017
266,266,Mahindra,10.6,New Car (On-Road Price) : Rs.15.21-19.61 Lakh*,2017,Dealer,93000,First Owner,Diesel,Manual,15.4,Engine1997 CC,Max Power120 bhp,Seats7,Scorpio 1.99
267,267,Maruti,2.35,New Car (On-Road Price) : Rs.3.47-4.66 Lakh*,2013,Dealer,26200,First Owner,Petrol,Manual,22.74,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
268,268,Maruti,5.9,New Car (On-Road Price) : Rs.6.75-10.35 Lakh*,2017,Individual,25000,First Owner,Petrol,Manual,21.4,Engine1197 CC,Max Power83.1 bhp,Seats5,Baleno Zeta
269,269,Mahindra,7.5,,2017,Individual,80000,First Owner,Diesel,Manual,18.49,Engine1493 CC,Max Power100 bhp,Seats7,TUV 300
270,270,Hyundai,0.71,New Car (On-Road Price) : Rs.5.33-7.27 Lakh*,2004,Individual,110000,First Owner,Petrol,Automatic,,Engine999 CC,,Seats5,Santro AT
271,271,Mahindra,4.5,,2016,Individual,70000,First Owner,Diesel,Manual,18.49,Engine1493 CC,Max Power100 bhp,Seats7,TUV 300
272,272,Toyota,29.5,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,2018,Dealer,50000,First Owner,Diesel,Automatic,12.9,Engine2755 CC,Max Power174.5 bhp,Seats7,Fortuner 2016-2021
273,273,Hyundai,1.1,,2008,Individual,80000,First Owner,Petrol,Manual,17.92,Engine1086 CC,Max Power62.1 bhp,Seats5,Santro Xing
274,274,Mahindra,2.8,New Car (On-Road Price) : Rs.15.50-20.09 Lakh*,2007,Individual,110000,First Owner,Diesel,Manual,13.5,Engine2179 CC,Max Power115 bhp,Seats5,Scorpio M2DI
275,275,Audi,18.51,New Car (On-Road Price) : Rs.48.80-53.76 Lakh*,2016,Dealer,55000,First Owner,Petrol,Automatic,17.84,Engine1395 CC,Max Power147.51 bhp,Seats5,A4 30
276,276,Honda,7.5,New Car (On-Road Price) : Rs.12.80-17.01 Lakh*,2018,Individual,25000,First Owner,Petrol,Manual,17.4,Engine1497 CC,Max Power117.3 bhp,Seats5,City i-VTEC
277,277,Hyundai,4.0,New Car (On-Road Price) : Rs.6.48-6.57 Lakh*,2015,Dealer,36000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power81.86 bhp,Seats5,Grand i10
278,278,Maruti,5.3,,2015,Individual,40000,First Owner,Diesel,Manual,26.59,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
279,279,Mahindra,8.7,New Car (On-Road Price) : Rs.14.12-16.20 Lakh*,2018,Individual,25000,First Owner,Diesel,Manual,16.55,Engine2498 CC,Max Power105 bhp,Seats6,Thar CRDe
280,280,Renault,2.95,New Car (On-Road Price) : Rs.3.43-5.78 Lakh*,2018,Dealer,30038,First Owner,Petrol,Manual,25.17,Engine799 CC,Max Power53.3 bhp,Seats5,KWID RXL
281,281,Tata,3.7,,2017,Individual,53000,First Owner,Diesel,Manual,27.28,Engine1047 CC,Max Power69 bhp,Seats5,Tiago 1.05
282,282,Maruti,5.3,New Car (On-Road Price) : Rs.6.35-9.30 Lakh*,2018,Individual,5000,First Owner,Petrol,Manual,21.21,Engine1197 CC,Max Power81.80 bhp,Seats5,Swift VXI
283,283,Hyundai,6.0,,2014,Individual,41217,First Owner,Diesel,Manual,24.4,Engine1120 CC,Max Power71 bhp,Seats5,Xcent 1.1
284,284,Renault,3.5,New Car (On-Road Price) : Rs.3.62-6.09 Lakh*,2017,Individual,35000,First Owner,Petrol,Automatic,24.04,Engine999 CC,Max Power67 bhp,Seats5,KWID Climber
285,285,Ford,4.7,New Car (On-Road Price) : Rs.10.05-13.48 Lakh*,2013,Dealer,62000,First Owner,Diesel,Manual,22.7,Engine1498 CC,Max Power89.84 bhp,Seats5,Ecosport 1.5
286,286,Ford,3.9,New Car (On-Road Price) : Rs.9.62-10.01 Lakh*,2015,Individual,42000,First Owner,Diesel,Manual,25.83,Engine1498 CC,Max Power99 bhp,Seats5,Aspire 1.5
287,287,Ambassador,1.16,,2005,Individual,120000,First Owner,Diesel,Manual,13.2,Engine1995 CC,Max Power56 bhp,Seats5,Avigo 2000
288,288,Mahindra,9.2,New Car (On-Road Price) : Rs.15.10-19.92 Lakh*,2015,Individual,80000,First Owner,Diesel,Manual,15.4,Engine2179 CC,Max Power120 bhp,Seats7,Scorpio S10
289,289,Mahindra,5.5,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2013,Individual,60000,First Owner,Diesel,Manual,15.1,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 W8
290,290,Hyundai,6.35,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,2014,Individual,45000,First Owner,Diesel,Manual,22.32,Engine1582 CC,Max Power126.32 bhp,Seats5,Verna 1.6
291,291,Mahindra,12.5,New Car (On-Road Price) : Rs.16.54-23.28 Lakh*,2017,Dealer,50000,First Owner,Diesel,Automatic,16.0,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 AT
292,292,Maruti,3.0,New Car (On-Road Price) : Rs.3.47-4.65 Lakh*,2018,Individual,12000,First Owner,Petrol,Manual,24.7,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
293,293,Honda,9.6,New Car (On-Road Price) : Rs.12.80-17.01 Lakh*,2018,Individual,12000,First Owner,Petrol,Automatic,18.0,Engine1497 CC,Max Power117.6 bhp,Seats5,City i-VTEC
294,294,Maruti,7.5,,2018,Individual,15000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
295,295,Volkswagen,2.49,New Car (On-Road Price) : Rs.6.94-11.19 Lakh*,2011,Dealer,63000,First Owner,Petrol,Manual,16.47,Engine1198 CC,Max Power73.9 bhp,Seats5,Polo Petrol
296,296,Tata,14.0,New Car (On-Road Price) : Rs.14.10 Lakh*,2018,Individual,30000,First Owner,Diesel,Manual,17.6,Engine2179 CC,Max Power153.86 bhp,Seats7,Hexa XT
297,297,Ford,2.5,New Car (On-Road Price) : Rs.8.84-9.53 Lakh*,2011,Individual,160800,First Owner,Diesel,Manual,20.0,Engine1399 CC,Max Power68 bhp,Seats5,Figo Diesel
298,298,Hyundai,6.1,New Car (On-Road Price) : Rs.12.84-18.09 Lakh*,2014,Individual,120000,First Owner,Diesel,Manual,22.32,Engine1582 CC,Max Power126.32 bhp,Seats5,Verna 1.6
299,299,Maruti,1.65,,2010,Dealer,62821,First Owner,Petrol,Manual,18.2,Engine998 CC,Max Power67.1 bhp,Seats5,Zen Estilo
300,300,Ford,5.45,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2016,Dealer,78247,First Owner,Diesel,Manual,21.7,Engine1498 CC,Max Power98.96 bhp,Seats5,Ecosport 2015-2021
301,301,Hyundai,4.8,New Car (On-Road Price) : Rs.11.32-15.88 Lakh*,2013,Individual,113000,First Owner,Diesel,Manual,22.32,Engine1582 CC,Max Power126.3 bhp,Seats5,Verna 1.6
302,302,Hyundai,3.95,New Car (On-Road Price) : Rs.8.03-13.41 Lakh*,2014,Dealer,52000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 2015-2017
303,303,Toyota,4.95,,2012,Dealer,109000,First Owner,Diesel,Manual,12.99,Engine2494 CC,Max Power100.6 bhp,Seats7,Innova 2.5
